ENSEMBL	SYMBOL	KO01	KO02	KO03	WT01	WT02	WT03
ENSG00000180346.3	TIGD2	285	238	165	233	285	291
ENSG00000180347.13	CCDC129	0	0	0	0	0	0
ENSG00000180353.10	HCLS1	14076	11188	8100	10863	11996	13161
ENSG00000180354.15	MTURN	1230	959	640	1084	1171	1005
ENSG00000180357.9	ZNF609	5073	4426	4195	3940	4552	4615
ENSG00000180370.10	PAK2	22680	18672	14107	15496	17630	16749
ENSG00000180376.16	CCDC66	1874	1503	1032	1549	1621	1612
ENSG00000180383.3	DEFB124	0	0	1	0	0	0
ENSG00000180386.7	KRTAP9-7	0	0	0	0	0	0
ENSG00000180389.6	ATP5EP2	20	19	8	28	22	29
ENSG00000180398.11	MCFD2	7003	5877	4423	4842	5561	5374
ENSG00000180423.4	HARBI1	249	189	103	157	192	175
ENSG00000180424.6	DEFB123	0	0	0	0	0	0
ENSG00000180425.10	C11orf71	296	234	137	183	182	171
ENSG00000180432.5	CYP8B1	0	0	0	0	0	0
ENSG00000180433.4	OR6K6	0	0	0	0	0	0
ENSG00000180438.14	TPRXL	0	0	0	0	1	1
ENSG00000180440.3	SERTM1	0	0	0	0	0	0
ENSG00000180447.6	GAS1	1	0	0	3	2	0
ENSG00000180448.10	HMHA1	9101	7632	6252	6111	6655	7775
ENSG00000180475.4	OR10Q1	0	0	0	0	0	0
ENSG00000180479.13	ZNF571	148	128	95	143	151	137
ENSG00000180481.10	GLIPR1L2	2	3	1	0	0	1
ENSG00000180483.6	DEFB119	0	0	0	0	0	0
ENSG00000180488.14	FAM73A	798	582	344	628	672	570
ENSG00000180509.11	KCNE1	3	0	2	3	4	2
ENSG00000180525.11	PRR26	0	0	0	0	0	0
ENSG00000180530.9	NRIP1	3	1	1	2	0	0
ENSG00000180532.10	ZSCAN4	1	0	0	0	0	0
ENSG00000180535.3	BHLHA15	54	52	38	41	56	41
ENSG00000180537.12	RNF182	6	8	1	6	3	6
ENSG00000180543.4	TSPYL5	6	1	4	3	5	12
ENSG00000180549.7	FUT7	1	3	1	2	1	1
ENSG00000180573.9	HIST1H2AC	523	333	228	378	405	374
ENSG00000180574.3	EIF2S3L	197	147	82	176	173	138
ENSG00000180592.16	SKIDA1	64	60	52	55	71	86
ENSG00000180596.7	HIST1H2BC	113	90	78	47	48	65
ENSG00000180611.6	MB21D2	397	369	263	297	341	311
ENSG00000180613.10	GSX2	1	2	0	2	0	2
ENSG00000180616.8	SSTR2	4313	3664	2815	4043	4569	5028
ENSG00000180626.9	ZNF594	474	350	227	426	469	395
ENSG00000180628.14	PCGF5	6633	5000	3353	4645	5135	4595
ENSG00000180638.17	SLC47A2	1	4	5	6	2	3
ENSG00000180644.6	PRF1	18	13	3	13	12	7
ENSG00000180658.3	OR2A4	0	0	0	0	0	0
ENSG00000180660.7	MAB21L1	96	90	54	69	74	89
ENSG00000180667.10	YOD1	1624	1334	633	1789	1921	1559
ENSG00000180694.13	TMEM64	2102	1527	849	1904	2058	1728
ENSG00000180697.8	C3orf22	0	0	0	0	0	0
ENSG00000180708.4	OR10K2	0	0	0	0	0	0
ENSG00000180720.7	CHRM4	8	3	9	11	8	8
ENSG00000180730.4	SHISA2	0	0	0	0	0	0
ENSG00000180739.13	S1PR5	2	0	0	0	0	2
ENSG00000180745.4	CLRN3	0	0	0	0	0	0
ENSG00000180758.11	GPR157	130	90	89	171	177	188
ENSG00000180767.9	CHST13	0	0	0	0	0	0
ENSG00000180772.6	AGTR2	0	0	0	0	0	0
ENSG00000180773.14	SLC36A4	1477	1055	649	1572	1706	1457
ENSG00000180776.15	ZDHHC20	4998	3903	2501	5450	5949	5020
ENSG00000180777.13	ANKRD30B	0	0	0	0	0	0
ENSG00000180785.8	OR51E1	0	0	0	0	0	0
ENSG00000180787.5	ZFP3	249	198	148	317	319	290
ENSG00000180801.12	ARSJ	0	0	0	0	1	0
ENSG00000180806.4	HOXC9	5	5	5	5	3	4
ENSG00000180815.14	MAP3K15	15	10	7	10	16	11
ENSG00000180817.11	PPA1	9986	7344	4660	10348	10724	10722
ENSG00000180818.4	HOXC10	5	8	8	3	4	6
ENSG00000180822.11	PSMG4	1161	981	718	957	1068	1305
ENSG00000180828.2	BHLHE22	0	1	0	0	1	0
ENSG00000180834.7	MAP6D1	835	758	622	681	799	958
ENSG00000180855.15	ZNF443	79	63	44	116	93	75
ENSG00000180871.7	CXCR2	5	12	6	5	11	7
ENSG00000180872.4	DEFB112	0	0	0	0	0	0
ENSG00000180875.4	GREM2	0	0	0	0	0	0
ENSG00000180878.2	C11orf42	2	0	3	4	2	4
ENSG00000180879.13	SSR4	3780	3301	3030	3068	3374	4222
ENSG00000180881.19	CAPS2	100	62	42	59	79	67
ENSG00000180884.9	ZNF792	84	53	42	88	101	99
ENSG00000180891.12	CUEDC1	1017	962	705	763	724	856
ENSG00000180900.16	SCRIB	5434	5009	4184	4535	5000	5929
ENSG00000180901.10	KCTD2	2671	2293	1913	1947	2030	2504
ENSG00000180902.16	D2HGDH	444	401	288	454	434	585
ENSG00000180914.10	OXTR	256	212	188	221	287	248
ENSG00000180917.16	CMTR2	1344	1084	733	1124	1193	1124
ENSG00000180919.3	OR56B4	0	0	0	0	1	0
ENSG00000180921.6	FAM83H	1888	1683	1507	1922	2285	2629
ENSG00000180929.5	GPR62	0	0	1	0	0	2
ENSG00000180934.5	OR56A1	0	0	0	0	0	0
ENSG00000180938.5	ZNF572	95	80	56	122	136	116
ENSG00000180953.11	ST20	261	216	181	215	240	225
ENSG00000180957.17	PITPNB	8648	7289	5227	6566	7355	7854
ENSG00000180964.16	TCEAL8	1021	793	555	913	1041	952
ENSG00000180974.3	OR52E4	0	0	0	0	0	0
ENSG00000180979.9	LRRC57	2175	1805	1253	1489	1805	1576
ENSG00000180988.2	OR52N2	1	0	0	0	1	1
ENSG00000180992.6	MRPL14	2413	2065	1687	1713	1984	2326
ENSG00000180998.11	GPR137C	81	59	41	69	73	50
ENSG00000180999.10	C1orf105	0	0	0	0	0	0
ENSG00000181001.1	OR52N1	0	0	0	0	0	0
ENSG00000181004.9	BBS12	255	182	136	229	222	214
ENSG00000181007.8	ZFP82	740	578	411	755	824	836
ENSG00000181009.4	OR52N5	0	0	0	0	0	0
ENSG00000181013.3	C17orf47	0	0	0	0	0	1
ENSG00000181016.9	LSMEM1	25	23	16	22	35	29
ENSG00000181019.12	NQO1	439	289	217	217	257	320
ENSG00000181023.6	OR56B1	0	0	0	0	0	0
ENSG00000181026.14	AEN	5366	4639	3508	3837	4195	4707
ENSG00000181027.10	FKRP	2184	1985	1631	1613	1678	1950
ENSG00000181029.8	TRAPPC5	58	63	33	45	67	51
ENSG00000181031.15	RPH3AL	82	62	59	63	60	92
ENSG00000181035.13	SLC25A42	1457	1286	921	1118	1249	1378
ENSG00000181036.13	FCRL6	0	0	0	0	0	0
ENSG00000181038.13	METTL23	1252	1091	797	931	1071	1028
ENSG00000181045.14	SLC26A11	64	61	43	62	68	69
ENSG00000181061.13	HIGD1A	2050	1483	965	1608	1806	1725
ENSG00000181072.11	CHRM2	0	1	0	0	0	1
ENSG00000181074.3	OR52N4	2	0	0	0	0	0
ENSG00000181085.14	MAPK15	3	8	2	9	2	2
ENSG00000181090.17	EHMT1	7638	6828	5441	5179	5891	6240
ENSG00000181092.9	ADIPOQ	0	0	0	0	0	0
ENSG00000181104.6	F2R	0	0	0	0	0	0
ENSG00000181135.15	ZNF707	963	852	670	671	764	748
ENSG00000181143.15	MUC16	2	0	0	0	0	0
ENSG00000181163.13	NPM1	19360	14539	9663	16873	18064	18902
ENSG00000181191.11	PJA1	1499	1256	977	1232	1409	1625
ENSG00000181192.11	DHTKD1	2288	2053	1403	2217	2568	2329
ENSG00000181195.10	PENK	0	0	0	0	1	0
ENSG00000181215.12	C4orf50	0	0	0	0	0	0
ENSG00000181218.5	HIST3H2A	78	50	46	50	59	47
ENSG00000181220.15	ZNF746	1910	1734	1410	1470	1503	1818
ENSG00000181222.14	POLR2A	52236	50379	59729	27564	30701	36892
ENSG00000181234.9	TMEM132C	0	0	0	0	0	0
ENSG00000181240.13	SLC25A41	12	10	12	13	18	15
ENSG00000181264.8	TMEM136	142	111	78	141	117	112
ENSG00000181273.2	OR5AK2	0	0	0	0	0	0
ENSG00000181274.6	FRAT2	865	762	608	749	814	904
ENSG00000181284.2	TMEM102	659	624	539	456	527	718
ENSG00000181291.6	TMEM132E	0	0	0	0	0	1
ENSG00000181315.10	ZNF322	116	91	43	101	124	95
ENSG00000181322.13	NME9	21	25	18	29	22	20
ENSG00000181323.7	SPEM1	0	0	1	0	0	0
ENSG00000181333.11	HEPHL1	1	0	0	0	1	1
ENSG00000181350.11	LRRC75A	28	21	13	20	30	27
ENSG00000181355.20	OFCC1	0	0	0	0	0	0
ENSG00000181371.3	OR5M8	0	0	0	0	0	0
ENSG00000181374.7	CCL13	0	0	0	0	0	0
ENSG00000181378.13	CCDC108	2	2	1	3	1	0
ENSG00000181381.13	DDX60L	21	13	9	12	22	25
ENSG00000181392.14	SYNE4	17	8	7	8	12	17
ENSG00000181396.12	OGFOD3	1609	1472	1175	1179	1334	1668
ENSG00000181404.15	WASH1	77	90	65	60	49	83
ENSG00000181408.3	UTS2R	5	17	7	9	6	8
ENSG00000181409.11	AATK	5	0	1	1	0	0
ENSG00000181418.7	DDN	775	804	629	916	927	1047
ENSG00000181433.9	SAGE1	0	0	0	0	0	0
ENSG00000181444.12	ZNF467	12	2	4	5	16	12
ENSG00000181449.3	SOX2	3	0	0	0	0	0
ENSG00000181450.17	ZNF678	773	606	267	577	656	545
ENSG00000181458.10	TMEM45A	16	11	2	5	9	11
ENSG00000181467.3	RAP2B	102	87	72	111	120	140
ENSG00000181472.4	ZBTB2	3032	2546	2216	2657	2936	3311
ENSG00000181481.13	RNF135	528	465	346	511	660	649
ENSG00000181499.2	OR6T1	0	0	0	0	0	0
ENSG00000181513.14	ACBD4	267	251	188	184	236	230
ENSG00000181518.3	OR8D4	0	0	0	0	0	0
ENSG00000181523.12	SGSH	421	396	345	411	402	429
ENSG00000181541.5	MAB21L2	0	5	2	0	0	3
ENSG00000181544.13	FANCB	694	580	309	661	623	578
ENSG00000181552.3	EDDM3B	0	0	0	0	0	0
ENSG00000181555.19	SETD2	15066	12728	10025	11268	12202	11240
ENSG00000181562.3	EDDM3A	0	0	0	0	0	0
ENSG00000181577.15	C6orf223	282	308	249	959	1456	887
ENSG00000181585.3	TMIE	1	0	0	0	0	0
ENSG00000181588.16	MEX3D	509	482	408	505	563	759
ENSG00000181609.5	OR52D1	0	0	0	0	0	0
ENSG00000181610.12	MRPS23	2832	2310	1473	2321	2485	2675
ENSG00000181616.8	OR52H1	0	0	0	0	0	0
ENSG00000181617.5	FDCSP	0	0	0	0	0	0
ENSG00000181619.11	GPR135	62	70	40	83	85	66
ENSG00000181625.17	SLX1B	2	1	1	1	0	1
ENSG00000181626.11	ANKRD62	0	1	2	0	0	0
ENSG00000181631.6	P2RY13	18	33	9	13	14	19
ENSG00000181634.7	TNFSF15	2	4	2	0	1	1
ENSG00000181638.17	ZFP41	628	553	515	442	514	629
ENSG00000181649.5	PHLDA2	15	6	11	10	13	13
ENSG00000181652.18	ATG9B	44	46	40	46	44	44
ENSG00000181656.6	GPR88	5	2	4	2	8	6
ENSG00000181666.17	HKR1	1035	1010	708	1079	1113	1255
ENSG00000181689.1	OR8K3	0	0	0	0	0	0
ENSG00000181690.7	PLAG1	782	682	381	642	695	568
ENSG00000181693.7	OR8H1	0	0	0	0	0	0
ENSG00000181698.3	OR5T1	0	0	0	0	0	0
ENSG00000181704.11	YIPF6	763	552	317	626	705	615
ENSG00000181718.5	OR5T2	0	0	0	0	0	0
ENSG00000181722.15	ZBTB20	183	185	165	134	174	167
ENSG00000181733.2	OR2Z1	0	0	0	0	0	0
ENSG00000181744.8	C3orf58	2186	1603	943	1663	1986	1523
ENSG00000181751.9	C5orf30	965	769	472	854	902	851
ENSG00000181752.3	OR8K5	0	0	0	0	0	0
ENSG00000181754.6	AMIGO1	62	53	36	54	76	86
ENSG00000181761.5	OR8H3	0	0	0	0	0	0
ENSG00000181767.2	OR8H2	0	0	0	0	0	0
ENSG00000181773.6	GPR3	65	64	59	69	73	111
ENSG00000181778.4	TMEM252	0	0	0	0	0	0
ENSG00000181781.9	ODF3L2	1	4	1	0	2	4
ENSG00000181785.1	OR5AS1	0	0	0	0	0	0
ENSG00000181786.4	ACTL9	0	0	0	0	0	0
ENSG00000181788.3	SIAH2	15256	14238	10446	12296	13978	16024
ENSG00000181789.14	COPG1	12898	11062	8540	9637	10840	11370
ENSG00000181790.10	ADGRB1	4	7	3	1	1	3
ENSG00000181803.3	OR6S1	0	0	0	0	0	0
ENSG00000181804.14	SLC9A9	290	233	171	188	232	204
ENSG00000181817.5	LSM10	2283	1948	1420	1734	2067	2334
ENSG00000181826.9	RELL1	234	193	133	142	172	170
ENSG00000181827.14	RFX7	8101	7267	6457	6012	6870	6435
ENSG00000181830.8	SLC35C1	1412	1306	1101	1193	1316	1433
ENSG00000181847.11	TIGIT	651	514	370	460	526	488
ENSG00000181852.17	RNF41	2605	2172	1750	2072	2486	2471
ENSG00000181856.14	SLC2A4	4	8	8	13	11	19
ENSG00000181867.2	FTMT	0	0	0	0	0	0
ENSG00000181873.12	IBA57	1182	1103	869	875	940	961
ENSG00000181885.18	CLDN7	2	3	1	1	2	2
ENSG00000181894.14	ZNF329	1745	1407	1068	1149	1281	1390
ENSG00000181896.11	ZNF101	1706	1366	1038	1458	1639	1529
ENSG00000181903.4	OR4C6	33	8	21	11	17	24
ENSG00000181904.8	C5orf24	1919	1392	728	1470	1623	1313
ENSG00000181915.4	ADO	2213	1918	1485	1971	2168	2286
ENSG00000181924.6	COA4	3415	2747	2404	2438	2650	3258
ENSG00000181927.2	OR4P4	0	0	0	0	0	0
ENSG00000181929.11	PRKAG1	2210	1880	1611	1488	1569	1913
ENSG00000181935.3	OR4C16	0	0	0	0	0	0
ENSG00000181938.13	GINS3	2913	2257	1881	2289	2416	2702
ENSG00000181939.2	OR4C15	0	0	0	0	0	0
ENSG00000181958.3	OR4A15	0	0	0	0	0	0
ENSG00000181961.3	OR4A16	0	0	0	0	0	0
ENSG00000181963.5	OR52K2	0	0	0	0	0	0
ENSG00000181965.5	NEUROG1	0	0	0	0	0	0
ENSG00000181982.18	CCDC149	3	1	1	2	4	4
ENSG00000181991.15	MRPS11	3401	3218	3033	2260	2532	3281
ENSG00000182004.12	SNRPE	1450	1082	451	1248	1280	1295
ENSG00000182010.10	RTKN2	854	618	358	780	847	654
ENSG00000182013.17	PNMAL1	67	59	33	58	70	61
ENSG00000182022.17	CHST15	1690	1429	1193	1009	1174	1147
ENSG00000182035.11	ADIG	0	0	0	0	0	0
ENSG00000182040.8	USH1G	2	4	1	3	1	2
ENSG00000182050.13	MGAT4C	1	2	0	0	0	1
ENSG00000182053.12	TRIM49B	0	0	0	0	0	0
ENSG00000182054.9	IDH2	4315	4021	3229	4088	5179	4616
ENSG00000182070.4	OR52A1	0	0	0	0	0	0
ENSG00000182077.10	PTCHD3	0	0	2	1	0	0
ENSG00000182083.7	OR6B2	0	0	0	0	0	0
ENSG00000182087.12	TMEM259	10391	10027	7712	7927	8360	10132
ENSG00000182093.14	WRB	771	564	284	1140	1230	1140
ENSG00000182095.14	TNRC18	4134	3722	3454	3090	3602	4127
ENSG00000182103.4	FAM181B	0	0	0	0	0	0
ENSG00000182107.6	TMEM30B	0	0	0	0	0	0
ENSG00000182108.9	DEXI	10	14	7	10	5	3
ENSG00000182111.8	ZNF716	0	0	0	0	1	0
ENSG00000182117.5	NOP10	4936	4583	4089	3273	3845	5010
ENSG00000182118.5	FAM89A	509	430	308	425	592	568
ENSG00000182132.12	KCNIP1	0	0	0	0	0	0
ENSG00000182134.15	TDRKH	1382	1109	810	996	1294	1139
ENSG00000182141.9	ZNF708	1030	822	515	959	1088	920
ENSG00000182149.20	IST1	5696	4840	3433	4608	4976	5075
ENSG00000182150.15	ERCC6L2	1174	929	676	908	1002	882
ENSG00000182154.7	MRPL41	1665	1504	1184	1051	1139	1598
ENSG00000182156.9	ENPP7	0	0	1	0	0	0
ENSG00000182158.14	CREB3L2	6795	6224	5880	4604	5590	5147
ENSG00000182162.10	P2RY8	0	0	0	0	0	0
ENSG00000182168.14	UNC5C	0	1	1	0	0	0
ENSG00000182170.3	MRGPRG	0	0	0	0	0	0
ENSG00000182173.12	TSEN54	1772	1528	1165	1519	1653	1887
ENSG00000182175.13	RGMA	107	93	108	47	51	52
ENSG00000182177.13	ASB18	0	0	0	0	0	0
ENSG00000182179.10	UBA7	1275	1290	977	1011	1044	1155
ENSG00000182180.13	MRPS16	5774	4653	3309	5180	5447	5848
ENSG00000182183.14	FAM159A	129	134	138	140	152	180
ENSG00000182185.18	RAD51B	419	349	239	312	329	316
ENSG00000182187.3	CRYGB	1	0	0	0	0	0
ENSG00000182195.7	LDOC1	0	0	1	0	0	0
ENSG00000182196.13	ARL6IP4	20	19	9	16	14	19
ENSG00000182197.10	EXT1	1190	927	794	1058	1213	1364
ENSG00000182199.10	SHMT2	13973	12583	10317	11168	12940	14580
ENSG00000182208.12	MOB2	1582	1351	1040	1008	1074	1430
ENSG00000182218.9	HHIPL1	1	1	0	0	4	2
ENSG00000182220.13	ATP6AP2	4410	3112	1928	3433	3768	3532
ENSG00000182223.7	ZAR1	0	2	0	0	1	0
ENSG00000182224.11	CYB5D1	61	47	45	54	55	56
ENSG00000182230.11	FAM153B	1	0	0	1	0	0
ENSG00000182240.15	BACE2	4	1	4	5	4	4
ENSG00000182247.9	UBE2E2	1608	1287	1237	1061	1315	1289
ENSG00000182253.14	SYNM	12	9	14	9	9	6
ENSG00000182255.6	KCNA4	0	0	0	0	0	1
ENSG00000182256.12	GABRG3	0	0	0	0	1	0
ENSG00000182257.6	PRR34	6	6	9	5	7	8
ENSG00000182261.3	NLRP10	0	0	0	0	0	0
ENSG00000182263.13	FIGN	0	0	0	0	0	0
ENSG00000182264.8	IZUMO1	0	0	0	0	0	0
ENSG00000182271.12	TMIGD1	0	0	1	1	0	2
ENSG00000182272.11	B4GALNT4	2	1	4	0	0	0
ENSG00000182287.13	AP1S2	2099	1535	795	1875	2102	1885
ENSG00000182307.12	C8orf33	4635	3965	3489	3158	3364	3930
ENSG00000182308.6	DCAF4L1	231	184	128	176	176	140
ENSG00000182315.8	MBD3L3	0	0	0	0	0	0
ENSG00000182318.5	ZSCAN22	1234	1147	937	854	1015	1074
ENSG00000182324.6	KCNJ14	230	197	160	160	176	212
ENSG00000182325.10	FBXL6	814	733	522	681	682	824
ENSG00000182326.14	C1S	38	56	37	36	46	40
ENSG00000182327.7	GLTPD2	8	4	3	4	4	11
ENSG00000182329.10	KIAA2012	3	3	0	1	0	1
ENSG00000182330.10	PRAMEF8	0	0	0	0	0	0
ENSG00000182333.14	LIPF	0	3	0	0	0	1
ENSG00000182334.1	OR5P3	0	0	0	0	0	0
ENSG00000182346.17	DAOA	0	0	0	0	0	0
ENSG00000182348.6	ZNF804B	0	0	0	0	0	1
ENSG00000182359.14	KBTBD3	297	193	108	175	203	166
ENSG00000182362.13	YBEY	1151	948	726	820	927	1022
ENSG00000182372.7	CLN8	965	904	599	758	837	812
ENSG00000182378.13	PLCXD1	0	0	0	0	0	0
ENSG00000182379.9	NXPH4	1879	1910	1817	1965	2450	2909
ENSG00000182389.18	CACNB4	17	11	9	11	27	3
ENSG00000182393.2	IFNL1	0	0	1	0	1	0
ENSG00000182400.14	TRAPPC6B	1676	1294	718	1593	1702	1491
ENSG00000182405.5	PGBD4	619	507	302	432	469	448
ENSG00000182415.9	CDY2A	0	0	0	0	0	0
ENSG00000182446.13	NPLOC4	13352	11997	9656	9393	10425	12044
ENSG00000182447.4	OTOL1	0	0	0	0	0	0
ENSG00000182450.12	KCNK4	1	0	0	1	0	0
ENSG00000182459.4	TEX19	23	22	18	12	8	19
ENSG00000182463.15	TSHZ2	7	2	4	0	6	5
ENSG00000182472.8	CAPN12	10	16	4	8	14	16
ENSG00000182473.21	EXOC7	3229	2866	2338	2321	2551	2959
ENSG00000182481.8	KPNA2	21303	18534	14736	15732	17135	20029
ENSG00000182489.8	XKRX	6	5	8	14	16	13
ENSG00000182492.15	BGN	0	0	1	0	0	0
ENSG00000182504.10	CEP97	3186	2288	1374	2680	2958	2218
ENSG00000182508.13	LHFPL1	0	0	0	0	0	0
ENSG00000182511.11	FES	181	164	149	175	201	194
ENSG00000182512.4	GLRX5	6823	5594	3824	4310	4939	5594
ENSG00000182518.13	FAM104B	578	506	389	435	500	561
ENSG00000182521.5	TBPL2	0	0	0	1	0	0
ENSG00000182533.6	CAV3	1	1	0	1	3	2
ENSG00000182534.13	MXRA7	15	6	7	13	11	6
ENSG00000182541.17	LIMK2	2238	1938	1451	1579	1763	1869
ENSG00000182544.8	MFSD5	1159	1134	852	930	1043	1184
ENSG00000182545.6	RNASE10	0	0	0	0	1	0
ENSG00000182551.13	ADI1	4695	3860	2436	3562	4084	4504
ENSG00000182552.14	RWDD4	519	376	314	417	489	516
ENSG00000182557.7	SPNS3	32	22	21	26	38	46
ENSG00000182566.12	CLEC4G	0	0	0	0	0	1
ENSG00000182568.16	SATB1	208	165	148	216	225	238
ENSG00000182575.7	NXPH3	5	1	1	2	1	0
ENSG00000182578.13	CSF1R	24	21	12	15	23	14
ENSG00000182580.2	EPHB3	9	6	0	0	0	1
ENSG00000182583.12	VCX	0	0	0	1	0	0
ENSG00000182584.4	ACTL10	136	107	76	89	107	159
ENSG00000182585.9	EPGN	1	6	7	3	2	7
ENSG00000182591.5	KRTAP11-1	0	0	0	0	0	0
ENSG00000182600.9	C2orf82	36	28	17	17	20	25
ENSG00000182601.6	HS3ST4	0	0	0	0	0	0
ENSG00000182606.14	TRAK1	6311	5676	4713	5922	6763	6904
ENSG00000182612.10	TSPAN10	24	23	11	38	25	29
ENSG00000182613.1	OR2V2	0	0	0	0	0	0
ENSG00000182621.16	PLCB1	2069	1727	1315	1177	1346	1193
ENSG00000182628.12	SKA2	4752	3845	2342	2980	3213	3358
ENSG00000182631.6	RXFP3	0	0	0	0	0	0
ENSG00000182634.7	OR10G7	0	0	0	0	0	0
ENSG00000182636.5	NDN	0	0	0	0	0	0
ENSG00000182645.5	CCDC172	0	0	0	0	0	0
ENSG00000182652.1	OR4Q3	0	0	0	0	0	0
ENSG00000182667.14	NTM	0	0	0	0	0	0
ENSG00000182670.13	TTC3	9332	7872	5806	8209	9502	8773
ENSG00000182674.5	KCNB2	0	0	0	0	0	0
ENSG00000182676.4	PPP1R27	11	12	8	13	6	10
ENSG00000182685.7	BRICD5	145	146	82	188	201	206
ENSG00000182687.3	GALR2	260	337	338	142	175	198
ENSG00000182698.11	RESP18	0	0	0	0	0	0
ENSG00000182700.4	IGIP	285	214	126	214	227	198
ENSG00000182704.7	TSKU	2	1	2	4	4	3
ENSG00000182712.15	CMC4	0	0	0	0	0	0
ENSG00000182718.16	ANXA2	5425	4829	4226	4237	4947	5745
ENSG00000182732.16	RGS6	0	0	0	0	0	0
ENSG00000182742.5	HOXB4	5	10	6	6	3	6
ENSG00000182747.4	SLC35D3	0	0	0	0	0	0
ENSG00000182749.5	PAQR7	207	188	174	258	312	297
ENSG00000182752.9	PAPPA	1	0	1	3	3	3
ENSG00000182759.3	MAFA	27	12	22	17	18	20
ENSG00000182768.8	NGRN	3765	3412	2873	2238	2552	2942
ENSG00000182771.17	GRID1	0	5	0	3	0	4
ENSG00000182774.10	RPS17	25575	21462	15907	18758	20644	25858
ENSG00000182782.7	HCAR2	2	1	0	1	1	2
ENSG00000182783.4	OR2T29	0	0	0	0	0	0
ENSG00000182791.4	CCDC87	18	19	18	14	20	16
ENSG00000182793.10	GSTA5	0	0	0	0	0	0
ENSG00000182795.12	C1orf116	8	4	10	0	7	7
ENSG00000182798.10	MAGEB17	0	1	2	1	2	1
ENSG00000182809.10	CRIP2	45	64	58	40	53	72
ENSG00000182810.6	DDX28	1571	1397	1202	1181	1350	1403
ENSG00000182816.7	KRTAP13-2	0	0	0	0	0	0
ENSG00000182827.8	ACBD3	5970	4952	3042	4207	4650	4439
ENSG00000182831.11	C16orf72	4746	3752	2763	3823	3959	3923
ENSG00000182836.9	PLCXD3	0	0	0	0	0	0
ENSG00000182853.11	VMO1	5	2	3	3	3	5
ENSG00000182854.6	OR4F15	0	0	0	0	0	0
ENSG00000182858.13	ALG12	597	507	414	510	517	557
ENSG00000182866.16	LCK	4466	3869	2911	3884	4343	5045
ENSG00000182870.12	GALNT9	1	4	4	5	4	3
ENSG00000182871.14	COL18A1	55	41	46	38	43	44
ENSG00000182872.15	RBM10	8448	7712	7091	5729	6133	7974
ENSG00000182885.16	ADGRG3	0	0	1	0	0	0
ENSG00000182890.4	GLUD2	50	47	37	23	32	20
ENSG00000182896.12	TMEM95	0	0	0	0	0	0
ENSG00000182898.3	TCHHL1	0	1	0	0	0	0
ENSG00000182899.14	RPL35A	33407	31422	22701	24270	28357	37074
ENSG00000182901.15	RGS7	0	0	0	1	0	0
ENSG00000182902.13	SLC25A18	58	50	32	45	45	50
ENSG00000182903.15	ZNF721	2071	1676	1064	1566	1780	1552
ENSG00000182916.7	TCEAL7	0	3	0	0	0	0
ENSG00000182919.14	C11orf54	1243	937	641	1089	1190	1022
ENSG00000182923.16	CEP63	1848	1533	1203	1286	1415	1416
ENSG00000182931.9	WFDC10B	0	0	0	0	0	0
ENSG00000182934.11	SRPR	8537	7680	6731	7503	8600	9814
ENSG00000182938.4	OTOP3	0	0	0	0	0	0
ENSG00000182944.17	EWSR1	21527	19980	16391	16146	17005	20813
ENSG00000182950.2	ODF3L1	0	0	2	2	0	0
ENSG00000182952.4	HMGN4	2533	1835	1180	2214	2442	2290
ENSG00000182957.15	SPATA13	857	667	501	582	724	630
ENSG00000182963.9	GJC1	1387	1150	795	1230	1406	1181
ENSG00000182968.4	SOX1	0	0	0	0	0	1
ENSG00000182973.18	CNOT10	4974	4260	3048	3800	4205	4543
ENSG00000182974.3	RP11-294C11.1	0	0	0	0	0	0
ENSG00000182979.17	MTA1	7274	6823	6192	5775	6361	7994
ENSG00000182983.14	ZNF662	0	0	0	0	0	0
ENSG00000182985.16	CADM1	3065	2599	1939	1761	2092	1892
ENSG00000182986.12	ZNF320	443	351	180	480	535	482
ENSG00000182993.3	C12orf60	235	177	120	153	163	156
ENSG00000183010.16	PYCR1	15259	14608	11924	10150	11692	13453
ENSG00000183011.13	NAA38	3091	2817	2651	2138	2426	3183
ENSG00000183018.8	SPNS2	190	194	119	161	152	168
ENSG00000183019.7	MCEMP1	0	0	3	3	3	2
ENSG00000183020.13	AP2A2	6622	5938	5097	4016	4439	5229
ENSG00000183023.18	SLC8A1	1	0	1	0	1	0
ENSG00000183024.3	OR1G1	0	0	0	0	0	0
ENSG00000183032.10	SLC25A21	2	6	1	1	5	2
ENSG00000183034.12	OTOP2	0	0	0	0	0	0
ENSG00000183035.12	CYLC1	0	0	0	0	1	0
ENSG00000183036.10	PCP4	5	9	9	7	8	16
ENSG00000183044.11	ABAT	1668	1495	1163	1111	1363	1188
ENSG00000183048.11	SLC25A10	335	267	176	223	307	303
ENSG00000183049.12	CAMK1D	4832	4296	3526	3171	3958	3597
ENSG00000183054.11	RGPD6	0	0	0	0	0	0
ENSG00000183060.15	LYSMD4	344	354	214	357	344	381
ENSG00000183066.14	WBP2NL	32	14	15	19	13	36
ENSG00000183067.5	IGSF5	0	0	0	0	0	0
ENSG00000183072.9	NKX2-5	5	5	2	1	1	1
ENSG00000183077.15	AFMID	3313	3009	2205	2503	2794	3175
ENSG00000183087.14	GAS6	135	114	110	108	114	100
ENSG00000183090.5	FREM3	0	2	2	1	0	0
